Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,SUM_PROCEDURES,tempID,SUM_MEDICATIONS
04a849f4-1aaf-4112-a62f-d44df4325773,1997-07-18,,999-62-6123,S99917079,X61483336X,Ms.,Verónica383,Almanza534,,,,white,hispanic,F,Ponce  Puerto Rico  PR,334 Schmeler Stravenue,Boston,Massachusetts,Suffolk County,02108,42.3696503722923,-71.0493277580253,67719.41,22006.57,538439.36,04a849f4-1aaf-4112-a62f-d44df4325773,49064.06
04db6603-0017-4cc6-a46d-6df577b0a10d,1972-09-04,,999-42-7567,S99958032,X10230418X,Mrs.,Angella518,Reynolds644,,Schuster709,M,black,nonhispanic,F,Lynn  Massachusetts  US,328 Hyatt Ferry Suite 38,Leverett,Massachusetts,Franklin County,,42.4259050312904,-72.5261200972309,891540.8,18101.84,467190.51,04db6603-0017-4cc6-a46d-6df577b0a10d,103956.06
04dff6e5-123a-4c13-bd08-ad690d287173,1999-09-28,,999-69-8285,S99939086,X85314102X,Mr.,Hyman89,Labadie908,,,,white,nonhispanic,M,Plymouth  Massachusetts  US,1004 Osinski Branch Apt 60,Cambridge,Massachusetts,Middlesex County,02472,42.42246063367,-71.0903208322373,545064.67,2791.48,10871.06,04dff6e5-123a-4c13-bd08-ad690d287173,23.52
0522e580-6775-49f5-b471-b39624280402,1951-10-11,2016-04-29,999-20-7971,S99951144,X8515887X,Ms.,Clyde817,Ebert178,,,S,black,nonhispanic,F,Boston  Massachusetts  US,498 Hamill Harbor,Southbridge,Massachusetts,Worcester County,,42.0996245909341,-72.019825868448,1394983.39,18613.73,180773.68,0522e580-6775-49f5-b471-b39624280402,11292.58
052c405b-ad28-4411-a81e-18cd811d1ca1,1972-09-04,,999-24-9622,S99980584,X80908865X,Mr.,Dave764,Hilpert278,,,S,black,nonhispanic,M,Avon  Massachusetts  US,1076 Roberts Vista,Southborough,Massachusetts,Worcester County,,42.3490608313524,-71.5769734850315,1034984.23,3320.48,14817.38,052c405b-ad28-4411-a81e-18cd811d1ca1,24.09
058590f8-c0f3-40c1-ac80-246437499d5d,1981-02-05,,999-32-9959,S99970594,X63212752X,Mrs.,Rubye299,Upton904,,Stracke611,M,white,nonhispanic,F,Boston  Massachusetts  US,624 Bailey Forge Suite 81,Chicopee,Massachusetts,Hampden County,,42.1996797003397,-72.524146954192,63274.83,2523.59,541601.08,058590f8-c0f3-40c1-ac80-246437499d5d,53178.09
05ad1c43-ebd3-4d3a-a254-259a4338af87,2001-06-01,,999-83-8841,S99936018,,Mr.,Huey641,Kris249,,,,white,nonhispanic,M,Saugus  Massachusetts  US,184 Auer Trafficway Unit 84,Longmeadow,Massachusetts,Hampden County,,42.0857888545139,-72.6204001025056,5772.1,0.0,1203.03,05ad1c43-ebd3-4d3a-a254-259a4338af87,59.47
05bfc523-bd56-4474-a2bb-1b74a4c1087e,2001-06-09,,999-35-8001,S99970186,,Ms.,Susana117,Esparza426,,,,white,hispanic,F,Guatemala City  Guatemala  GT,462 Roberts Gardens Unit 22,Lowell,Massachusetts,Middlesex County,,42.6379759679734,-71.2995197535122,454893.29,3883.04,199826.1,05bfc523-bd56-4474-a2bb-1b74a4c1087e,2363.45
05cdf25a-7da5-4a7b-b721-8e63d2e3b6ec,2015-01-17,,999-75-1631,,,,Arthur650,Steuber698,,,,black,nonhispanic,M,Chelmsford  Massachusetts  US,349 Dooley Trace,Hampden,Massachusetts,Hampden County,,42.0725740162987,-72.4136315514831,136808.52,1946.56,4583.59,05cdf25a-7da5-4a7b-b721-8e63d2e3b6ec,154.68
0606d624-7695-41e2-96f0-0b5d3578ae24,1947-11-26,2003-12-19,999-58-1756,S99991667,X50828541X,Mr.,Ramon749,Zieme486,,,S,asian,nonhispanic,M,Quincy  Massachusetts  US,140 Oberbrunner Bridge,Boston,Massachusetts,Suffolk County,02122,42.4676090547518,-70.9979628475228,174733.19,8739.43,67498.05,0606d624-7695-41e2-96f0-0b5d3578ae24,76482.77
064341a0-60ed-4d68-88a7-5c730572d285,1958-11-02,,999-14-4569,S99917457,X30595671X,Mr.,Elliot577,Hane680,,,M,white,nonhispanic,M,Southborough  Massachusetts  US,1094 Glover Mission,Somerville,Massachusetts,Middlesex County,02143,42.4101400411307,-71.1168817169599,35488.7,354.96,31509.18,064341a0-60ed-4d68-88a7-5c730572d285,15282.42
066c0f3d-90bb-4082-99ec-f307c4759f50,1956-11-25,,999-37-6632,S99994830,X217575X,Mr.,Floyd420,Conroy74,,,M,white,nonhispanic,M,Swampscott  Massachusetts  US,355 Schuppe Orchard Apt 78,Uxbridge,Massachusetts,Worcester County,,42.1064448575283,-71.6830856772493,1385444.91,21042.45,1385.08,066c0f3d-90bb-4082-99ec-f307c4759f50,282461.28
072f2f15-605e-4c83-b0a6-0274a0474b91,1951-04-17,,999-87-9231,S99958687,X32416561X,Ms.,Mickey576,Leffler128,,,S,white,nonhispanic,F,Adams  Massachusetts  US,784 Frami Ville Apt 45,Boxford,Massachusetts,Essex County,01921,42.7161236706442,-71.0549398237091,1510333.71,11738.78,13113.92,072f2f15-605e-4c83-b0a6-0274a0474b91,19.28
076688b0-f0d5-4c45-8bc6-b206684fa9ac,1959-04-24,,999-81-5413,S99922421,X12417642X,Ms.,Manie910,Torp761,,,S,white,nonhispanic,F,Methuen  Massachusetts  US,359 Powlowski Parade,South Hadley,Massachusetts,Hampshire County,,42.222849492012,-72.6142782115898,1289022.37,15285.65,7616.23,076688b0-f0d5-4c45-8bc6-b206684fa9ac,143260.23
0780f97f-e326-4e51-8b5c-3461eea70517,1939-06-11,2006-08-18,999-89-5496,S99994114,X61082603X,Mr.,Bradford382,Barton704,,,M,white,nonhispanic,M,Wilmington  Massachusetts  US,467 Nader Pathway,Northbridge,Massachusetts,Worcester County,,42.1148611681262,-71.7001684845923,1418657.28,4673.6,41903.59,0780f97f-e326-4e51-8b5c-3461eea70517,163452.27
07b30273-070e-47c7-9617-d12785a4c9d5,1973-08-19,,999-22-9908,S99970583,X87463912X,Mrs.,Conchita9,Rolón954,,Villalpando154,M,white,hispanic,F,Juarez  Chihuahua  MX,286 Mraz Esplanade,Holyoke,Massachusetts,Hampden County,01040,42.2085557929363,-72.6814960704913,1051320.51,9097.82,23357.54,07b30273-070e-47c7-9617-d12785a4c9d5,104524.28
08180c75-dd87-418f-95ff-06fb2f434713,1953-05-27,,999-81-1103,S99989386,X39249796X,Ms.,Eugena417,Schmeler639,,,S,white,nonhispanic,F,Lowell  Massachusetts  US,440 Smitham Course Suite 37,Braintree,Massachusetts,Norfolk County,02184,42.2195066052224,-71.0057105390086,1417469.31,11508.59,1826.26,08180c75-dd87-418f-95ff-06fb2f434713,20306.02
08ea9043-5f84-46ab-9815-81d90024169a,1960-10-27,,999-55-8341,S99929107,X74835475X,Mrs.,Mui729,Kihn564,,Ullrich385,M,white,nonhispanic,F,Somerville  Massachusetts  US,763 Smitham Rue,Worthington,Massachusetts,Hampshire County,,42.368206635543,-72.9164963896378,1419258.51,9171.68,51138.03,08ea9043-5f84-46ab-9815-81d90024169a,12364.61
09616ead-22c8-4210-8cb9-2fdc28e043ca,1953-08-03,,999-68-5321,S99927707,X54034630X,Mrs.,Christena299,Lang846,,Reynolds644,M,white,nonhispanic,F,Boston  Massachusetts  US,124 Fadel Dam Apt 81,Attleboro,Massachusetts,Bristol County,02703,41.9761886591608,-71.3242228778937,1454549.42,19494.64,1249.72,09616ead-22c8-4210-8cb9-2fdc28e043ca,310134.69
097079b1-ff8f-4ee0-8ce3-0ea744ecfa21,2003-06-18,,999-43-8940,S99945945,,,Maribeth658,D'Amore443,,,,white,hispanic,F,Fall River  Massachusetts  US,238 Mills Hollow,Holyoke,Massachusetts,Hampden County,01040,42.1738356843755,-72.6457553208547,373482.06,8916.44,1049883.55,097079b1-ff8f-4ee0-8ce3-0ea744ecfa21,107000.27
097f7be5-fdc1-42a8-b54b-65eb48c12cf1,1939-04-01,2009-04-04,999-40-7711,S99978515,X17666823X,Mr.,Jules135,Stanton715,,,M,white,nonhispanic,M,Duxbury  Massachusetts  US,428 Purdy Village,Fitchburg,Massachusetts,Worcester County,01420,42.5839349944463,-71.7694551993349,1431684.74,10027.07,91595.0,097f7be5-fdc1-42a8-b54b-65eb48c12cf1,231717.76
0982ef39-7ff9-4c24-8239-e9fc0667e8ca,1998-12-14,,999-87-3074,S99917986,X72211827X,Ms.,Stasia733,Kirlin939,,,,other,nonhispanic,F,Lynn  Massachusetts  US,958 Robel Run Unit 83,Carver,Massachusetts,Plymouth County,,41.9005925642133,-70.7320231895707,37492.08,444.96,299066.74,0982ef39-7ff9-4c24-8239-e9fc0667e8ca,27166.2
0983e422-3b48-4f1a-936b-bee5f0eb4695,1982-05-22,,999-95-2021,S99997159,X89592201X,Mr.,Ira784,Stark857,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,1040 Morar Approach,Weymouth,Massachusetts,Norfolk County,02189,42.2177859054732,-70.9083680108879,917509.87,3789.64,2512.29,0983e422-3b48-4f1a-936b-bee5f0eb4695,59.3
09867b02-24b8-4896-b38b-86782dd64ef1,1957-04-16,,999-45-1967,S99928038,X41822255X,Mr.,Laurence43,Weber641,,,M,asian,nonhispanic,M,Malden  Massachusetts  US,1064 Denesik Ville Unit 8,Wilmington,Massachusetts,Middlesex County,01887,42.6103190086333,-71.1660383445316,1532852.68,7197.68,23978.39,09867b02-24b8-4896-b38b-86782dd64ef1,151486.11
099198eb-df60-41d1-ad22-3655b957d805,1942-05-23,1999-03-25,999-88-3032,S99961541,X29878339X,Mr.,Ronald408,Mante251,,,M,native,nonhispanic,M,Boston  Massachusetts  US,199 Bailey Trail,Chatham,Massachusetts,Barnstable County,,41.6860180909975,-70.0223495202559,180633.21,21524.47,147045.3,099198eb-df60-41d1-ad22-3655b957d805,13228.31
09cbb3f1-c2ed-426c-8c53-ffda77efcb08,1950-02-26,2010-09-01,999-58-4938,S99927505,X23269129X,Mr.,Moises22,Kerluke267,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,791 Keebler Village,Worcester,Massachusetts,Worcester County,01545,42.3627272800827,-71.7845380786967,1323074.7,27549.52,84174.05,09cbb3f1-c2ed-426c-8c53-ffda77efcb08,205710.49
09fc03c4-aef7-47e1-941a-618f437dfbe2,1991-06-18,2013-04-29,999-14-3360,S99994348,X87625600X,Mr.,Elijah719,Zboncak558,,,,white,hispanic,M,Woburn  Massachusetts  US,683 Dietrich Highlands Suite 27,Lawrence,Massachusetts,Essex County,01843,42.7257410314399,-71.1309748803478,72097.08,8678.83,6819.47,09fc03c4-aef7-47e1-941a-618f437dfbe2,9679.61
0aaa2164-8de6-4152-8674-14d254aae13a,2008-05-11,,999-38-9488,,,,Drew592,Kunze215,,,,white,nonhispanic,M,Boston  Massachusetts  US,536 Cassin Mall,Lynn,Massachusetts,Essex County,01907,42.4261038655636,-70.969762559067,281825.9,3943.88,37385.15,0aaa2164-8de6-4152-8674-14d254aae13a,111059.04
0ace3e15-8aa4-41c5-8b90-2408285ebcfe,1986-04-02,,999-74-5440,S99952014,X44056564X,Mr.,Galen747,Keeling57,,,M,white,nonhispanic,M,Boston  Massachusetts  US,737 Wyman Approach Suite 78,Waltham,Massachusetts,Middlesex County,02472,42.382480271716,-71.225291128776,702834.4,3676.32,3445.67,0ace3e15-8aa4-41c5-8b90-2408285ebcfe,49305.95
0b48619e-1602-488c-a23b-3d4937153dff,1986-06-02,,999-47-8450,S99938492,X81747344X,Mrs.,Mario764,Kautzer186,,Casper496,M,white,nonhispanic,F,Agawam  Massachusetts  US,381 Wolff Parade Apt 91,Brockton,Massachusetts,Plymouth County,02351,42.0641315983733,-71.0694338991359,248921.48,4745.36,764432.669999999,0b48619e-1602-488c-a23b-3d4937153dff,7031.04
0b6a83ae-fcb1-4b75-9ffa-d52898167d66,1989-08-05,,999-66-3950,S99976161,X85376877X,Mr.,Shirley182,Wunsch504,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,380 Schamberger Mall,New Bedford,Massachusetts,Bristol County,,41.6495707708775,-70.9660102296721,13891.61,0.0,492.88,0b6a83ae-fcb1-4b75-9ffa-d52898167d66,81752.15
0b93425b-2c05-40c3-a806-25807904c598,2009-06-25,,999-29-3455,,,,Ethelyn789,Nienow652,,,,white,nonhispanic,F,Middleborough  Massachusetts  US,569 Witting Green Apt 22,Fall River,Massachusetts,Bristol County,,41.6996147929469,-71.1720960182043,247832.53,2868.16,5740.77,0b93425b-2c05-40c3-a806-25807904c598,84.21
0b9e5e4d-2e1a-4ea6-a307-d8747ed779d0,2010-11-04,,999-20-7124,,,,Sharmaine326,Schmeler639,,,,white,nonhispanic,F,Lynn  Massachusetts  US,105 Hodkiewicz Port,Sheffield,Massachusetts,Berkshire County,,42.0987680583663,-73.3820502932164,205811.83,2704.0,22106.78,0b9e5e4d-2e1a-4ea6-a307-d8747ed779d0,114.19
0ba90366-87ad-4f9d-9bcd-c11e63eb6f27,1955-03-04,2017-03-25,999-36-3532,S99979515,X48171765X,Ms.,Magaret757,Champlin946,,,S,white,nonhispanic,F,Boston  Massachusetts  US,255 Haag Bypass Unit 46,Sharon,Massachusetts,Norfolk County,,42.0993445493338,-71.1418156892715,1356936.17,10282.31,46944.37,0ba90366-87ad-4f9d-9bcd-c11e63eb6f27,7194.16
0c1606c8-637e-4ed3-baf4-67390d8f3956,1991-10-25,,999-29-9717,S99916309,X6478142X,Mrs.,Dorothy355,Fay398,,Weissnat378,M,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,586 Schinner Passage Suite 88,Somerset,Massachusetts,Bristol County,02726,41.730102951871,-71.1955385555767,632061.77,10312.73,419215.93,0c1606c8-637e-4ed3-baf4-67390d8f3956,36473.31
0c5a6873-0823-497d-b5cb-57f28a11bf62,2003-01-25,,999-94-9788,S99951275,,,Ronald408,Brown30,,,,white,nonhispanic,M,Phillipston  Massachusetts  US,605 Reichert Tunnel Suite 13,Taunton,Massachusetts,Bristol County,,41.9554949104578,-71.1242961559479,360102.19,6048.52,845791.0,0c5a6873-0823-497d-b5cb-57f28a11bf62,57844.31
0c5aa52a-3b1d-4289-af16-29f7a2d07fec,1984-06-24,,999-82-1441,S99919484,X25592388X,Mrs.,Elvira561,Navarro863,,Cabrera242,M,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,451 Buckridge Harbor,Attleboro,Massachusetts,Bristol County,,41.8458658446907,-71.3317871538724,793569.9,8882.4,432314.45,0c5aa52a-3b1d-4289-af16-29f7a2d07fec,3462.16
0d270daf-d227-4461-a6bd-256676bdf824,1961-12-13,,999-54-8893,S99967470,X40311840X,Mr.,Emilio417,Amador986,,,M,white,hispanic,M,Mexico City  Mexico City  MX,566 Schroeder Divide Unit 67,Boston,Massachusetts,Suffolk County,02118,42.3740278416489,-71.0396443015323,1209835.94,5790.2,41308.07,0d270daf-d227-4461-a6bd-256676bdf824,205535.99
0e003777-2825-44c6-b090-c6df626f7f4a,1993-01-20,,999-52-4871,S99910782,X29495932X,Mr.,Hunter736,Grimes165,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,186 Weimann Run Apt 25,Methuen,Massachusetts,Essex County,01844,42.7575901752123,-71.1316014488009,625994.06,2818.92,2091.36,0e003777-2825-44c6-b090-c6df626f7f4a,17.79
0e1ad739-81d1-4170-841d-414ddc97c93a,1997-07-30,,999-18-8253,S99982219,X314488X,Ms.,Vanda440,Cruickshank494,,,,white,nonhispanic,F,Worcester  Massachusetts  US,811 Hoppe Loaf,Boston,Massachusetts,Suffolk County,02114,42.3819756196788,-71.0440702038103,536604.51,8079.2,899319.16,0e1ad739-81d1-4170-841d-414ddc97c93a,208227.24
0e297a18-1dcc-43a3-b78a-0ca8d07e59bc,2009-01-18,,999-48-5699,,,,Sal878,Ledner144,,,,white,nonhispanic,M,Southbridge  Massachusetts  US,532 Turner Pathway Unit 63,Boxford,Massachusetts,Essex County,,42.7203140825389,-71.0327702993056,302710.6,2583.2,11252.09,0e297a18-1dcc-43a3-b78a-0ca8d07e59bc,46099.4
0e796659-9d7a-4383-85c9-b72b43b80252,2008-04-28,,999-12-8856,,,,Brady998,Wisoky380,,,,white,hispanic,M,Natick  Massachusetts  US,599 Schuppe Route Suite 25,Worcester,Massachusetts,Worcester County,01608,42.2867094422045,-71.6885072874203,36735.38,3067.32,13625.6,0e796659-9d7a-4383-85c9-b72b43b80252,32.88
0e866809-bc7a-4014-850d-06228ed80226,1955-03-05,,999-48-4678,S99957392,X3186386X,Mr.,Sheldon401,Powlowski563,,,M,white,nonhispanic,M,Revere  Massachusetts  US,474 Hartmann Key,Holyoke,Massachusetts,Hampden County,,42.2488110198249,-72.6653466315901,200605.44,6546.13,56995.84,0e866809-bc7a-4014-850d-06228ed80226,6659.31
0ec17b30-0776-4c70-8735-a09dfc709d3c,1966-11-02,,999-29-9426,S99933593,X52830935X,Mrs.,Marica887,Casper496,,Champlin946,M,black,nonhispanic,F,Leominster  Massachusetts  US,679 Nader Glen Apt 23,Lynn,Massachusetts,Essex County,01940,42.4804410367432,-71.0068100135729,169750.11,19067.84,53414.58,0ec17b30-0776-4c70-8735-a09dfc709d3c,4251.12
0edbb001-5914-42b6-9194-0a3c753b5c25,1967-07-14,,999-57-2540,S99967914,X55128152X,Mrs.,Wenona350,Konopelski743,,Daugherty69,M,black,nonhispanic,F,Holyoke  Massachusetts  US,755 Blanda Quay,Boston,Massachusetts,Suffolk County,02125,42.3786292888016,-71.0755024694245,175504.42,29223.88,306606.78,0edbb001-5914-42b6-9194-0a3c753b5c25,124090.2
0f480685-25db-4292-bb41-b32ed4b61ce4,1998-06-15,,999-77-7800,S99962607,X82269584X,Mr.,Hai304,Bednar518,,,,white,nonhispanic,M,Amherst  Massachusetts  US,1025 Connelly Flat Unit 27,Yarmouth,Massachusetts,Barnstable County,,41.7083740948339,-70.1765990816022,4657.84,0.0,1130.37,0f480685-25db-4292-bb41-b32ed4b61ce4,68.28
0f5646bc-a156-4ec0-9252-5b592e3d3184,1997-12-14,,999-45-8311,S99971449,X22361696X,Mr.,Mickey576,Crist667,,,,white,nonhispanic,M,Leominster  Massachusetts  US,777 McDermott Path Suite 0,Lynn,Massachusetts,Essex County,,42.4676385782019,-70.9243530641233,482002.73,3627.16,133174.64,0f5646bc-a156-4ec0-9252-5b592e3d3184,59455.75
0f9eca6a-cee2-4155-94ae-4e43b3b55f06,2006-03-30,,999-21-7245,,,,Cassaundra447,Will178,,,,white,nonhispanic,F,Milton  Massachusetts  US,1024 Lockman Arcade,Boston,Massachusetts,Suffolk County,02136,42.371312634004,-71.0971934557688,21916.13,580.8,275075.3,0f9eca6a-cee2-4155-94ae-4e43b3b55f06,23234.21
10134dbf-72d1-4381-b8f3-9530cca6622a,1958-09-08,,999-56-8425,S99942229,X12472336X,Mr.,Ali918,Vandervort697,,,S,white,nonhispanic,M,Marlborough  Massachusetts  US,392 Jones Haven Suite 29,Salem,Massachusetts,Essex County,01970,42.4525808748501,-70.8504217610436,1645897.89,4497.16,48956.23,10134dbf-72d1-4381-b8f3-9530cca6622a,28164.87
1030d86d-86f5-4195-962a-48895ca085ab,1990-07-18,,999-35-6513,S99988655,X86962575X,Mr.,Orval846,Parisian75,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,711 Gibson Throughway,Franklin,Massachusetts,Norfolk County,02038,42.0427650262094,-71.4078679998871,659491.64,25362.87,6447.62,1030d86d-86f5-4195-962a-48895ca085ab,316406.72
10339b10-3cd1-4ac3-ac13-ec26728cb592,1992-06-02,,999-27-3385,S99972682,X73754411X,Mr.,Jayson808,Fadel536,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,1056 Harris Lane Suite 70,Chicopee,Massachusetts,Hampden County,01020,42.1816423002774,-72.6088422258166,574111.9,2606.4,20202.46,10339b10-3cd1-4ac3-ac13-ec26728cb592,20.57
104e2a62-f1b0-4395-991b-f46edca51dac,1990-10-15,,999-36-8414,S99971419,X45719346X,Mr.,Teodoro374,Considine820,,,S,white,hispanic,M,Cambridge  Massachusetts  US,524 Crist Dale,Boston,Massachusetts,Suffolk County,02114,42.3582895364848,-71.0462397098423,750184.61,3532.2,1269.05,104e2a62-f1b0-4395-991b-f46edca51dac,11.46
